Timestamp,Participant,Headset,Signal Strength,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,High Gamma,Very High Time
2024-08-06 14:58:40.218967,999,0,41,54,1894051,279927,31945,6679,6292,11459,11138,52478
2024-08-06 14:58:41.216867,999,0,44,64,191516,42227,20127,4654,3774,2241,1402,12092
2024-08-06 14:58:42.210364,999,0,35,67,1930298,1261165,133168,151639,33298,22965,10036,78432
2024-08-06 14:58:43.206588,999,0,38,50,311661,238976,35380,13316,73451,12778,7540,45088
2024-08-06 14:58:44.199230,999,0,38,57,347311,46202,17201,6241,5222,2194,1595,6700
2024-08-06 14:59:02.356823,999,0,40,57,1068466,124337,42048,41593,18413,10032,7846,47559
2024-08-06 14:59:04.587498,999,0,47,61,362436,230184,83264,12911,15606,12885,15285,52334
2024-08-06 14:59:06.817092,999,0,35,48,1584335,1973457,16788,32780,49773,17608,8005,46274
2024-08-06 14:59:09.047171,999,0,35,35,765860,158501,3446,8814,12032,5452,2870,10492
2024-08-06 14:59:11.276063,999,0,37,37,850716,27411,24450,1387,8186,3285,7297,15119
2024-08-06 14:59:13.460080,999,0,35,30,1627367,740120,108693,62317,29639,30448,18599,66650
2024-08-06 14:59:15.633029,999,0,47,53,699985,82250,38725,1690,2850,6329,2159,10907
2024-08-06 14:59:17.834314,999,0,56,61,36155,27380,5060,1248,4079,4793,2304,17028
2024-08-06 14:59:20.063186,999,0,53,61,1109757,189710,139155,3963,6907,10869,7728,52489
2024-08-06 14:59:22.292058,999,0,50,66,1132443,76572,31051,2886,4210,2743,2694,15124
2024-08-06 14:59:24.521059,999,0,48,57,287064,67591,8122,2776,1165,3184,1596,16971
2024-08-06 14:59:26.751276,999,0,37,60,1392623,333122,36396,27164,9917,7708,5608,58147
2024-08-06 14:59:28.980935,999,0,34,51,1498408,159012,26733,17959,24448,3916,2999,16392
2024-08-06 14:59:31.210979,999,0,41,51,1695821,44293,16400,12410,10077,6474,1572,16200
2024-08-06 14:59:33.441427,999,0,48,56,2958788,104860,13142,18574,5754,14616,5571,88506
2024-08-06 14:59:35.669422,999,0,53,56,723461,100360,4461,17211,6567,5000,1960,15415
2024-08-06 14:59:37.901928,999,0,51,61,1438756,447269,234823,17927,31763,12532,5822,60846
2024-08-06 14:59:40.130459,999,0,38,43,1171625,282983,1155,9190,3042,2759,2429,18310
2024-08-06 14:59:42.359026,999,0,34,41,2482803,358243,74600,17283,28411,20842,9358,60265
2024-08-06 14:59:44.587805,999,0,27,47,515576,257771,73839,27793,15509,7588,1850,16135
2024-08-06 14:59:46.816203,999,0,30,51,373037,20917,12611,8840,1824,1389,791,5323
