Timestamp,Participant,Headset,Signal Strength,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,High Gamma,Very High Time,Very High Duration
2024-08-07 12:15:48.266180,6,0,0,95,0,0,0,0,0,0,0,0
2024-08-07 12:15:48.997932,6,0,41,80,44137,21194,7557,3221,8188,1607,1203,26535
2024-08-07 12:15:49.272715,6,0,0,96,0,0,0,0,0,0,0,0
2024-08-07 12:15:49.995886,6,0,27,63,32525,51242,3980,3091,6163,687,1240,37033
2024-08-07 12:15:50.272764,6,0,0,89,0,0,0,0,0,0,0,0
2024-08-07 12:15:50.273077,6,Experiment,Started
2024-08-07 12:16:06.953684,6,0,44,63,581,2514,1527,2496,1011,1195,431,34467
2024-08-07 12:16:07.525761,6,0,0,94,0,0,0,0,0,0,0,0
2024-08-07 12:16:08.098620,6,0,47,70,1349,794,1753,1683,1558,487,267,32478
2024-08-07 12:16:08.667648,6,0,0,92,0,0,0,0,0,0,0,0
2024-08-07 12:16:09.240106,6,0,51,77,132000,5708,3759,1816,1798,1232,365,26622
2024-08-07 12:16:09.809147,6,0,0,89,0,0,0,0,0,0,0,0
2024-08-07 12:16:10.382021,6,0,74,100,1702,954,1197,2327,616,753,457,31970
2024-08-07 12:16:10.950970,6,0,0,85,0,0,0,0,0,0,0,0
2024-08-07 12:16:11.522999,6,0,64,81,49557,34054,3278,1165,3922,2949,1302,29602
2024-08-07 12:16:12.094687,6,0,0,97,0,0,0,0,0,0,0,0
2024-08-07 12:16:12.667448,6,0,64,70,1299,2867,75,1638,592,499,415,28159
2024-08-07 12:16:12.964523,6,Very High Time,2.5838189125061035
2024-08-07 12:16:12.965352,6,Rainbow Wheel,Started
2024-08-07 12:16:13.104825,6,Very High Time,2.7241435050964355
2024-08-07 12:16:13.105593,6,Rainbow Wheel,Started
2024-08-07 12:16:13.238554,6,0,0,85,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.241393,6,0,67,80,1203,1792,3031,3046,1302,1329,313,30805
2024-08-07 12:16:13.242744,6,0,0,81,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.246726,6,0,64,66,437655,50471,11241,11621,3203,6740,2640,114924
2024-08-07 12:16:13.249109,6,0,0,80,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.250650,6,0,70,80,833,1828,1070,289,495,590,1129,34598
2024-08-07 12:16:13.251959,6,0,0,96,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.254291,6,0,66,74,139105,37289,4092,4785,3181,2409,1224,32945
2024-08-07 12:16:13.255571,6,0,0,81,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.259009,6,0,63,69,60617,41360,46059,16532,14705,11371,5694,122991
2024-08-07 12:16:13.260482,6,0,0,93,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.263555,6,0,60,56,35435,87649,645,7805,5627,5710,4074,130228
2024-08-07 12:16:13.265340,6,0,0,99,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.268381,6,0,54,47,60646,21426,2698,1858,2171,2757,1008,31028
2024-08-07 12:16:13.269754,6,0,0,99,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.272959,6,0,61,56,935785,45595,16640,24131,13348,10253,7162,130851
2024-08-07 12:16:13.274306,6,0,0,91,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.277367,6,0,60,51,75450,4100,1755,1176,649,618,304,7875
2024-08-07 12:16:13.278849,6,0,0,82,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.282582,6,0,63,81,3235,2679,8226,1083,1406,1007,717,28902
2024-08-07 12:16:13.284155,6,0,0,80,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.285411,6,0,60,75,30439,22370,1250,1121,2988,1699,1683,33219
2024-08-07 12:16:13.286538,6,0,0,82,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.289591,6,0,54,61,559668,209384,14283,18964,21178,14802,7680,113759
2024-08-07 12:16:13.293948,6,0,0,87,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.297187,6,0,44,48,1277205,163627,6484,15000,6474,4943,3358,126820
2024-08-07 12:16:13.298608,6,0,0,91,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.301761,6,0,41,27,332052,53398,10485,5941,6411,3982,1540,116923
2024-08-07 12:16:13.303102,6,0,0,84,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.306087,6,0,48,47,408780,19589,15174,4393,7146,5705,4356,113555
2024-08-07 12:16:13.307436,6,0,0,86,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.310575,6,0,53,64,17765,3669,4020,748,583,1201,1093,24774
2024-08-07 12:16:13.312324,6,0,0,98,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.315353,6,0,75,81,95798,2617,4103,2293,1811,3801,1427,27305
2024-08-07 12:16:13.365412,6,0,0,94,0,0,0,0,0,0,0,0
2024-08-07 12:16:13.875253,6,0,87,69,86515,36388,1335,4912,17230,12934,7878,114199
2024-08-07 12:16:14.404658,6,0,0,84,0,0,0,0,0,0,0,0
2024-08-07 12:16:14.873422,6,0,83,70,51866,81564,19884,44280,10321,13032,6242,99053
2024-08-07 12:16:15.372578,6,0,0,80,0,0,0,0,0,0,0,0
2024-08-07 12:16:15.865659,6,0,67,66,167476,39372,18742,7316,6470,1274,1599,19065
2024-08-07 12:16:16.380552,6,0,0,97,0,0,0,0,0,0,0,0
2024-08-07 12:16:16.860590,6,0,56,56,725497,48190,8695,8519,9796,5785,7361,39199
2024-08-07 12:16:17.380462,6,0,0,90,0,0,0,0,0,0,0,0
2024-08-07 12:16:17.860584,6,0,54,66,108738,38639,7867,6331,6089,11379,1520,8630
2024-08-07 12:16:18.386507,6,0,0,97,0,0,0,0,0,0,0,0
2024-08-07 12:16:18.852308,6,0,54,57,136885,12821,1421,2704,1052,1654,285,1900
2024-08-07 12:16:19.395922,6,0,0,98,0,0,0,0,0,0,0,0
2024-08-07 12:16:19.848581,6,0,69,54,81645,57595,11021,17785,12812,12486,2559,8138
2024-08-07 12:16:20.395231,6,0,0,91,0,0,0,0,0,0,0,0
2024-08-07 12:16:20.841479,6,0,69,61,12217,27251,13413,4243,1995,3519,1006,6505
2024-08-07 12:16:21.399905,6,0,0,84,0,0,0,0,0,0,0,0
2024-08-07 12:16:21.837117,6,0,60,66,224585,70487,28897,8822,10950,7005,6395,6866
2024-08-07 12:16:22.402609,6,0,0,99,0,0,0,0,0,0,0,0
2024-08-07 12:16:22.832385,6,0,48,63,831491,917509,73474,117304,66390,21312,25628,16834
2024-08-07 12:16:22.999979,6,Rainbow Wheel,Ended
2024-08-07 12:16:23.007028,6,Script,Terminated
2024-08-07 12:16:23.407557,6,0,0,90,0,0,0,0,0,0,0,0
2024-08-07 12:16:23.827166,6,0,41,61,252581,113049,39732,6025,10180,9774,9457,27907
2024-08-07 12:16:24.413087,6,0,0,88,0,0,0,0,0,0,0,0
2024-08-07 12:16:24.822260,6,0,41,56,25481,46348,11802,5908,4701,5262,2194,9137
2024-08-07 12:16:25.415299,6,0,0,92,0,0,0,0,0,0,0,0
2024-08-07 12:16:25.817178,6,0,41,40,576082,352569,10175,20503,19501,21342,8425,35293
2024-08-07 12:16:26.421527,6,0,0,89,0,0,0,0,0,0,0,0
2024-08-07 12:16:26.812217,6,0,56,53,19533,7756,5231,3820,2611,2480,2632,7864
2024-08-07 12:16:27.425880,6,0,0,84,0,0,0,0,0,0,0,0
2024-08-07 12:16:27.807124,6,0,57,51,1853169,108216,32967,4711,16815,11924,3059,54211
2024-08-07 12:16:28.426207,6,0,0,92,0,0,0,0,0,0,0,0
2024-08-07 12:16:28.802143,6,0,54,51,514758,24043,4851,4346,2144,1800,371,2527
2024-08-07 12:16:29.432446,6,0,0,91,0,0,0,0,0,0,0,0
2024-08-07 12:16:29.797485,6,0,61,51,23276,23374,989,1376,2296,3468,2021,11620
2024-08-07 12:16:30.438556,6,0,0,90,0,0,0,0,0,0,0,0
2024-08-07 12:16:30.792640,6,0,64,48,41491,15348,10175,4607,9920,6659,4428,23010
2024-08-07 12:16:31.441299,6,0,0,93,0,0,0,0,0,0,0,0
2024-08-07 12:16:31.787137,6,0,56,47,185310,146254,17368,26644,22285,5443,4365,23911
