Timestamp,Participant,Headset,Signal Strength,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,High Gamma,Very High Time,Very High Duration
2024-07-28 23:05:27.072101,333,0,24,54,914869,271941,141994,79503,9037,37746,5278,187533
2024-07-28 23:05:28.068447,333,0,41,47,1959916,174856,9133,29755,12051,50388,7270,47289
2024-07-28 23:05:29.063173,333,0,48,38,215365,27206,16495,5917,3838,2859,2458,57188
2024-07-28 23:05:29.063896,333,Experiment,Started
2024-07-28 23:05:48.464779,333,0,27,51,617719,690138,149921,76765,16545,22557,6145,251891
2024-07-28 23:05:49.652933,333,0,11,41,1519579,356188,98304,8022,2938,6796,3078,49104
2024-07-28 23:05:50.843427,333,0,1,48,1084017,191623,47314,11546,4260,8078,2919,62297
2024-07-28 23:05:52.040450,333,0,1,38,1678782,130259,26678,11562,12108,10038,2556,56798
2024-07-28 23:05:53.223212,333,0,1,37,231105,72843,12711,8291,4617,1491,862,14607
2024-07-28 23:05:54.386135,333,0,1,27,1491955,521577,37731,30478,64476,4707,4950,250920
2024-07-28 23:05:55.533411,333,0,1,30,603400,37537,12971,5824,3128,2868,645,13323
2024-07-28 23:05:56.845526,333,0,1,23,1002058,502046,37101,20164,6518,5061,1354,49689
2024-07-28 23:05:58.179565,333,0,1,8,398180,70200,4020,1886,3535,1506,596,16690
2024-07-28 23:05:58.846378,333,0,7,4,1568922,499513,22685,23992,36982,32031,23699,265836
2024-07-28 23:05:59.513470,333,0,1,1,141531,59116,5168,3216,5273,376,555,18862
2024-07-28 23:06:00.181140,333,0,1,1,128822,114849,5815,2489,3013,1230,386,16088
2024-07-28 23:06:00.848403,333,0,10,1,2550344,155996,31843,21354,42030,14526,7595,82197
2024-07-28 23:06:02.775820,333,0,17,11,153635,65763,8961,8877,8203,8247,2978,51642
2024-07-28 23:06:03.924308,333,0,38,11,2803995,264973,20762,20261,25758,18854,12563,205656
2024-07-28 23:06:04.498901,333,0,56,26,1210257,185221,45838,25697,32162,21528,5298,167907
2024-07-28 23:06:05.656191,333,0,41,17,1691265,931320,94028,8670,21294,14158,13569,181977
2024-07-28 23:06:06.245009,333,0,41,30,33558,41391,29862,17657,11584,8931,11906,213459
2024-07-28 23:06:07.424502,333,0,44,34,615963,60765,11816,1700,6619,6558,1525,54852
2024-07-28 23:06:08.607642,333,0,41,27,1553636,664435,32203,107049,55597,46758,17713,215183
2024-07-28 23:06:09.790949,333,0,50,43,741809,218763,95281,17015,16723,11410,5342,249698
2024-07-28 23:06:10.986964,333,0,35,35,327671,27632,5773,5156,3599,820,753,14097
2024-07-28 23:06:12.143014,333,0,34,38,795095,41812,7995,3158,3265,3315,1070,13932
2024-07-28 23:06:13.295603,333,0,24,30,81621,69234,2901,5111,1115,1751,363,14941
2024-07-28 23:06:14.640101,333,0,29,30,1718213,844935,250929,141738,37551,65829,48300,211977
2024-07-28 23:06:15.985011,333,0,34,41,877625,33933,24168,7487,6026,2079,1306,10786
2024-07-28 23:06:17.329414,333,0,29,40,296564,118920,22261,4906,9221,5420,3291,65388
2024-07-28 23:06:18.674683,333,0,24,34,1377696,1222799,50148,32999,22000,17911,12756,214138
2024-07-28 23:06:20.008182,333,0,23,26,1674996,246264,44970,9199,9517,14730,3694,52698
2024-07-28 23:06:21.154397,333,0,23,11,1266625,189055,31379,12222,20321,7674,4816,69345
2024-07-28 23:06:21.729035,333,0,17,21,725403,139667,60855,13314,15550,4125,3790,63457
2024-07-28 23:06:22.876673,333,0,26,34,233217,52101,6110,7915,6896,2469,398,15153
2024-07-28 23:06:24.057154,333,0,24,40,614728,29187,10077,1531,2150,1631,534,15312
2024-07-28 23:06:25.234837,333,0,26,47,227760,35654,10934,2658,2751,1895,939,17986
2024-07-28 23:06:26.431272,333,0,26,50,772238,65866,42157,14516,10066,2596,1702,71724
2024-07-28 23:06:27.596217,333,0,17,40,1888872,221349,15076,4436,9155,2835,909,74440
2024-07-28 23:06:28.773903,333,0,11,26,807764,247251,20382,7861,10064,5611,2257,68276
2024-07-28 23:06:29.921632,333,0,4,14,1824086,216480,18389,12034,8450,4112,1967,65145
2024-07-28 23:06:30.495672,333,0,14,14,726488,12872,7832,3554,3566,1729,760,19297
2024-07-28 23:06:31.104815,333,0,17,11,249445,63828,2571,1711,6563,1296,564,16386
2024-07-28 23:06:31.771526,333,0,17,21,192307,67562,15365,1875,818,1374,915,18132
2024-07-28 23:06:33.106945,333,0,14,27,240972,18370,2588,2269,898,259,230,3788
2024-07-28 23:06:34.452124,333,0,8,16,403545,662119,77002,58321,8554,24157,2796,58756
2024-07-28 23:06:35.124701,333,0,13,37,651440,53872,17549,7251,6087,2450,881,19697
2024-07-28 23:06:36.464800,333,0,20,35,652699,123708,24498,6170,8068,5470,2986,70160
2024-07-28 23:06:37.764828,333,0,23,29,150139,71637,8796,4748,3689,1566,863,16747
2024-07-28 23:06:38.912345,333,0,20,40,1473333,331818,151152,38079,24640,10589,10290,70466
2024-07-28 23:06:40.059221,333,0,24,51,824412,39096,24765,25112,5566,4199,2123,15199
2024-07-28 23:06:41.238957,333,0,26,66,1754053,497493,385348,173685,114934,46605,24712,206625
2024-07-28 23:06:42.448598,333,0,37,75,1819807,193233,29023,48196,12706,16385,4641,63894
2024-07-28 23:06:43.658210,333,0,37,67,1272679,351518,48970,56165,9933,8653,4006,61686
2024-07-28 23:06:44.867663,333,0,38,60,430601,29223,18085,1364,4170,2837,3575,17974
2024-07-28 23:06:46.064686,333,0,37,41,112139,14012,1527,666,297,568,392,3992
2024-07-28 23:06:47.240946,333,0,34,48,1416848,102250,43521,45903,5636,7496,4050,74194
2024-07-28 23:06:48.401726,333,0,35,50,1349570,214668,72780,7824,29235,8113,3306,70597
2024-07-28 23:06:49.709855,333,0,26,47,623353,156990,13171,59007,9858,4533,2372,73701
2024-07-28 23:06:51.054483,333,0,34,57,590797,22740,7053,5950,1864,2472,1979,16815
2024-07-28 23:06:52.399140,333,0,38,48,257649,14842,3913,830,1538,1195,76,4586
2024-07-28 23:06:53.743420,333,0,43,41,358529,86437,9773,7653,29439,5273,3796,71482
2024-07-28 23:06:55.084530,333,0,44,37,171911,68835,8513,13005,3869,1960,652,16710
2024-07-28 23:06:56.258879,333,0,37,50,1734638,68327,79847,38027,8077,4623,4532,74142
2024-07-28 23:06:57.424620,333,0,23,43,561653,127010,15639,7950,5432,2241,756,20132
2024-07-28 23:06:58.595809,333,0,23,66,1102182,118405,145623,34584,11814,16497,3960,70699
2024-07-28 23:06:59.805616,333,0,23,60,367268,302059,38460,13921,12657,6879,4445,72227
2024-07-28 23:07:01.002386,333,0,14,30,2997356,1288889,78186,83687,134946,15208,20988,284295
2024-07-28 23:07:02.187574,333,0,16,21,2920408,1087515,28431,40438,13839,23681,5858,242894
2024-07-28 23:07:03.364279,333,0,11,1,372861,134757,7484,4423,15794,4468,691,18394
2024-07-28 23:07:03.953189,333,0,23,7,208657,16090,8490,4188,3249,2072,841,17657
2024-07-28 23:07:04.534331,333,0,37,20,1499141,244498,79756,48982,52846,14492,17208,301627
2024-07-28 23:07:05.109300,333,0,47,47,351401,43746,29389,4138,3865,4875,972,16886
2024-07-28 23:07:06.272620,333,0,38,57,166500,80623,9724,7758,3255,1174,1079,16036
2024-07-28 23:07:07.617260,333,0,34,51,1180763,168556,4356,57717,26538,9918,8829,67076
2024-07-28 23:07:08.963277,333,0,29,50,3056256,936465,284908,133039,49843,38166,27321,245833
2024-07-28 23:07:10.308190,333,0,24,43,1720119,797431,269546,77609,71457,41661,15115,256617
2024-07-28 23:07:11.653081,333,0,29,41,1042342,174495,15752,18750,18215,4061,4660,70264
2024-07-28 23:07:12.995095,333,0,26,38,1296446,318777,37967,37190,9018,12783,4173,75205
2024-07-28 23:07:14.142856,333,0,26,35,1164098,291944,37225,49755,13197,10638,2346,73625
2024-07-28 23:07:15.291359,333,0,26,24,191293,58019,9278,2215,5762,2703,932,20463
2024-07-28 23:07:16.456458,333,0,29,40,1293910,72759,45719,16392,17460,4395,4049,67260
2024-07-28 23:07:17.635996,333,0,26,44,881678,163098,43016,19466,15259,4200,2130,71247
2024-07-28 23:07:18.833160,333,0,24,56,197027,120008,89337,17485,9588,5392,2606,68554
2024-07-28 23:07:20.021047,333,0,23,54,1624769,119988,17620,4111,7174,4206,1784,63885
2024-07-28 23:07:21.208956,333,0,30,48,1098096,167530,65805,10609,32425,17570,4472,61157
2024-07-28 23:07:22.390127,333,0,43,56,976526,68409,20875,56738,22402,10879,8977,70425
2024-07-28 23:07:23.550619,333,0,57,50,1082712,18235,9013,2439,2670,3980,735,15081
2024-07-28 23:07:24.829012,333,0,56,75,792051,55170,84278,13433,11804,3908,1932,68920
2024-07-28 23:07:26.175322,333,0,51,74,917381,131179,37146,12723,11068,7604,6040,66266
2024-07-28 23:07:27.520629,333,0,41,57,434806,181030,19402,13707,5291,5043,3072,55912
2024-07-28 23:07:28.866808,333,0,30,50,505691,101385,22779,3315,8700,6086,2223,69774
2024-07-28 23:07:30.212317,333,0,40,40,573702,16406,9092,1867,3597,2039,452,15098
2024-07-28 23:07:31.424765,333,0,34,30,524874,54460,5817,2624,867,1161,395,18643
2024-07-28 23:07:32.572492,333,0,27,37,2027128,205855,40366,26324,15653,3607,2949,69953
2024-07-28 23:07:33.723121,333,0,29,51,715166,153419,109504,24705,25791,14991,5739,60800
