Timestamp,Participant,Headset,Signal Strength,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,High Gamma,Very High Time,Very High Duration
2024-07-30 16:08:12.196717,101A,0,16,37,182836,69388,13088,36038,30587,20109,9733,10445
2024-07-30 16:08:13.185866,101A,0,27,56,84040,34092,65866,46135,61545,41241,14493,2119
2024-07-30 16:08:14.180664,101A,0,50,53,28304,39219,14153,8562,8314,18491,26492,5359
2024-07-30 16:08:14.181270,101A,Experiment,Started
2024-07-30 16:08:32.875599,101A,0,63,57,399182,80583,11253,32298,33364,23735,23397,15651
2024-07-30 16:08:33.465662,101A,0,77,50,585482,67381,5973,21034,34483,56436,9641,17689
2024-07-30 16:08:34.050521,101A,0,83,47,18163,11785,15181,12894,13635,26560,10744,8891
2024-07-30 16:08:34.635710,101A,0,81,50,47708,40373,9423,27302,25562,19823,14545,4425
2024-07-30 16:08:35.221301,101A,0,84,53,779133,14776,1190,8907,3198,5890,1931,721
2024-07-30 16:08:35.806844,101A,0,83,61,4515,16956,3831,23606,30827,22868,10390,5649
2024-07-30 16:08:36.391963,101A,0,66,56,28538,56844,2227,29664,23221,11555,11806,4221
2024-07-30 16:08:36.977409,101A,0,81,57,20028,5813,3140,24486,14096,34291,23375,2611
2024-07-30 16:08:37.562488,101A,0,87,53,13208,12604,6373,9403,39902,10827,8288,3029
2024-07-30 16:08:38.147519,101A,0,84,54,6615,8375,4949,6155,6517,9151,8463,3311
2024-07-30 16:08:38.733158,101A,0,100,50,24510,9085,4625,4123,11911,18525,9829,6455
2024-07-30 16:08:39.317540,101A,0,97,51,12899,9847,10675,13329,17216,14815,5870,4970
2024-07-30 16:08:39.900103,101A,0,93,54,627131,106080,50902,12008,34866,39645,9515,4492
2024-07-30 16:08:40.483396,101A,0,97,47,149942,21218,13561,1175,19705,28099,12224,4133
2024-07-30 16:08:41.067027,101A,0,61,48,515414,51433,8712,7082,10022,2354,978,776
2024-07-30 16:08:41.653908,101A,0,56,57,52926,6097,3756,40615,8695,12717,13289,8997
2024-07-30 16:08:42.241661,101A,0,74,47,13570,8774,1142,3581,14603,17800,13652,4539
2024-07-30 16:08:42.828667,101A,0,77,38,4326,10391,1481,5461,34537,17744,7164,22477
2024-07-30 16:08:43.417611,101A,0,100,48,25268,20832,5871,30879,18198,18927,15266,10506
2024-07-30 16:08:44.005487,101A,0,96,23,83897,32752,4843,2614,10624,6198,6809,2262
2024-07-30 16:08:44.592591,101A,0,93,41,7459,2227,3279,11227,3672,17018,14370,12719
2024-07-30 16:08:45.180604,101A,0,91,57,7801,7126,6888,9196,8700,18351,13201,4600
2024-07-30 16:08:45.768369,101A,0,97,53,9853,10798,14865,574,23537,14348,6466,6554
2024-07-30 16:08:46.356382,101A,0,100,56,21083,2904,5404,6272,6588,43471,12484,9289
2024-07-30 16:08:46.943891,101A,0,100,35,6102,29863,1242,4191,6159,27316,12305,3831
2024-07-30 16:08:47.532728,101A,0,100,29,9030,8074,6014,7044,9982,20579,13778,4495
2024-07-30 16:08:48.116993,101A,0,100,27,2710,11205,3879,9701,9402,26470,5126,7274
2024-07-30 16:08:48.701160,101A,0,94,34,7363,4074,4313,4242,7321,14689,15356,5549
2024-07-30 16:08:49.282931,101A,0,100,48,1994,3623,5813,8462,14081,25952,8648,8193
2024-07-30 16:08:49.867179,101A,0,100,41,6048,10033,3549,3677,8904,28258,12303,4701
2024-07-30 16:08:50.449945,101A,0,100,43,7260,1587,2136,10360,6005,26406,34891,4974
2024-07-30 16:08:51.033850,101A,0,96,48,15208,27242,16607,19403,14124,17650,14226,13567
2024-07-30 16:08:51.618801,101A,0,67,43,283419,40530,5734,4125,2023,2808,906,728
2024-07-30 16:08:52.203954,101A,0,63,50,10849,15247,6972,7029,10615,24605,9875,5748
2024-07-30 16:08:52.789885,101A,0,56,47,5279,12864,5496,6238,9477,19109,8659,6686
2024-07-30 16:08:53.374812,101A,0,66,38,2625,11140,1793,11664,10641,26303,14566,3970
2024-07-30 16:08:53.960147,101A,0,96,44,12199,4514,4520,9243,7096,28772,12523,4453
2024-07-30 16:08:54.546948,101A,0,100,50,13855,2497,7344,7954,8955,22429,24919,7837
2024-07-30 16:08:55.132291,101A,0,81,50,952273,69003,16957,9526,15090,8704,8827,4230
2024-07-30 16:08:55.717607,101A,0,67,41,181022,72653,4838,9480,2296,16911,4351,6304
2024-07-30 16:08:56.303012,101A,0,47,44,104532,40464,23812,5406,14413,9973,2971,2556
2024-07-30 16:08:56.887038,101A,0,34,56,1169049,23214,41097,61838,22838,29027,13458,5359
2024-07-30 16:08:57.470851,101A,0,30,53,1170491,263632,36885,18554,35477,25841,15514,3579
2024-07-30 16:08:58.053365,101A,0,37,60,623707,30264,7994,10804,18964,17051,18896,17540
2024-07-30 16:08:58.974703,101A,0,44,54,71830,54814,9900,19449,17227,32501,14435,3747
2024-07-30 16:08:59.968890,101A,0,44,53,47132,10063,6957,22459,7040,8295,3004,1768
2024-07-30 16:09:00.964219,101A,0,67,61,15013,8089,1021,19942,12167,36782,14460,2416
2024-07-30 16:09:01.962799,101A,0,63,63,455528,13949,7442,3811,13762,5025,1762,2162
2024-07-30 16:09:02.956802,101A,0,61,61,26890,7879,3215,2523,13569,4843,5773,2466
2024-07-30 16:09:03.951730,101A,0,48,50,175997,89517,33230,14146,12127,6408,8004,656
2024-07-30 16:09:04.960238,101A,0,21,43,1050248,248750,32586,26952,26219,17317,11584,1594
2024-07-30 16:09:05.957444,101A,0,17,38,411241,74825,8743,13056,14429,12616,2959,1890
2024-07-30 16:09:06.937418,101A,0,1,56,1005505,177066,211337,125432,53744,21272,23185,1929
2024-07-30 16:09:07.932601,101A,0,14,56,585072,28115,10090,5729,4388,10749,3311,3972
2024-07-30 16:09:08.929770,101A,0,27,57,291440,189232,44358,40637,56970,67985,26053,4331
2024-07-30 16:09:09.923970,101A,0,21,61,61885,33203,5807,5251,3243,2610,1761,1090
2024-07-30 16:09:10.923806,101A,0,26,41,1024629,323022,61555,14175,52639,31120,29805,16946
2024-07-30 16:09:11.916881,101A,0,27,29,1541408,90462,12947,26775,124191,39191,15602,19205
2024-07-30 16:09:12.913879,101A,0,14,30,102161,26031,5839,4389,4636,1720,2177,875
2024-07-30 16:09:13.905027,101A,0,23,41,1212737,103194,54898,91970,55436,49455,69084,13403
2024-07-30 16:09:14.900369,101A,0,29,35,839755,164799,12845,8967,31951,27385,7174,3266
2024-07-30 16:09:15.896640,101A,0,20,41,997691,158324,31824,17993,7369,21428,3270,3875
2024-07-30 16:09:16.890935,101A,0,26,50,677719,41501,26798,14850,7871,8312,6689,1497
2024-07-30 16:09:17.889949,101A,0,17,44,2029114,83829,38931,21409,52286,9075,7888,4187
2024-07-30 16:09:18.882648,101A,0,14,61,1351562,82709,36326,40758,76516,18145,18903,10294
2024-07-30 16:09:19.878942,101A,0,16,56,1284287,316983,63517,9209,65424,49150,69820,50644
2024-07-30 16:09:20.872272,101A,0,21,41,896190,44515,5352,8628,10822,11386,7182,5137
2024-07-30 16:09:21.869574,101A,0,20,37,121456,31952,7808,1731,1067,2261,1993,921
2024-07-30 16:09:22.864127,101A,0,35,29,354058,49109,11630,16024,20483,50857,16252,21142
2024-07-30 16:09:23.859148,101A,0,43,30,87883,17301,4279,2769,7578,7900,13179,8324
2024-07-30 16:09:24.854688,101A,0,54,27,101941,12365,1845,2446,7075,12511,17905,3590
2024-07-30 16:09:25.849856,101A,0,75,34,173960,13675,10430,4174,3597,14456,11020,4823
2024-07-30 16:09:26.846364,101A,0,60,50,299086,208308,260547,32241,26452,58109,33131,36273
2024-07-30 16:09:27.840735,101A,0,43,41,696270,153530,5616,10393,12507,8475,6769,1820
2024-07-30 16:09:28.835702,101A,0,17,41,59118,83281,8787,2553,2797,3478,5446,561
2024-07-30 16:09:29.842471,101A,0,1,29,405100,85514,9096,5256,10312,4475,6679,1767
2024-07-30 16:09:30.828137,101A,0,1,20,557652,18473,4505,6091,1801,6274,2738,1298
2024-07-30 16:09:31.822381,101A,0,1,35,1085812,100134,5330,37117,12236,6146,5460,2721
2024-07-30 16:09:32.819784,101A,0,10,37,65907,21830,687,3940,3675,2338,2109,429
2024-07-30 16:09:33.813264,101A,0,21,29,106450,64956,2458,4318,10713,13213,5403,6180
2024-07-30 16:09:34.808071,101A,0,17,17,1299326,210887,10755,26949,51290,42017,14939,9465
2024-07-30 16:09:35.812921,101A,0,20,13,219046,35258,4376,4086,2643,2049,2852,784
2024-07-30 16:09:36.799530,101A,0,20,23,2632429,213556,131501,15528,41988,34772,48967,5551
2024-07-30 16:09:37.795477,101A,0,13,21,1222296,322866,2512,20155,5478,26625,16845,9933
2024-07-30 16:09:38.790398,101A,0,13,30,581818,251072,50755,45349,18918,50881,45733,14103
2024-07-30 16:09:39.785685,101A,0,23,27,1232629,286668,57921,8524,88429,63769,15189,8845
2024-07-30 16:09:40.781168,101A,0,38,21,24653,11253,5788,5324,15258,12045,11854,8902
2024-07-30 16:09:41.776999,101A,0,50,37,10561,54281,17112,9111,14214,20489,15780,2621
2024-07-30 16:09:42.772887,101A,0,53,43,307482,49625,10917,34082,18318,20773,9952,2671
2024-07-30 16:09:43.767479,101A,0,64,43,10011,20788,5070,9916,33283,28077,11386,9679
2024-07-30 16:09:44.762713,101A,0,64,48,49893,21810,11820,5572,4202,22210,8358,5571
2024-07-30 16:09:45.757694,101A,0,54,43,168000,125117,10402,20651,19905,11854,13505,6137
2024-07-30 16:09:46.753719,101A,0,44,34,3433608,399173,32537,55300,21061,39117,13317,8416
2024-07-30 16:09:47.749278,101A,0,43,50,15970,8026,23156,10052,4611,25027,11430,4062
